tanggal,tahun,nomor_bulan,bulan,paspor_atau_wilayah,kategori,jumlah_kunjungan,status_data
2023-01-01,2023,1,Januari,Vatikan,paspor,1,tersedia
2023-01-01,2023,1,Januari,Venezuela,paspor,44,tersedia
2023-01-01,2023,1,Januari,Vietnam,paspor,8769,tersedia
2023-01-01,2023,1,Januari,Volta Atas,paspor,0,tersedia
2023-01-01,2023,1,Januari,Wales,paspor,0,tersedia
2023-01-01,2023,1,Januari,Walis & Futuna,paspor,0,tersedia
2023-01-01,2023,1,Januari,Yaman,paspor,362,tersedia
2023-01-01,2023,1,Januari,Yugoslavia,paspor,0,tersedia
2023-01-01,2023,1,Januari,Yunani (Greece),paspor,635,tersedia
2023-01-01,2023,1,Januari,Zaire,paspor,0,tersedia
2023-01-01,2023,1,Januari,Zambia,paspor,12,tersedia
2023-01-01,2023,1,Januari,Zimbabwe,paspor,60,tersedia
2023-01-01,2023,1,Januari,Zomba,paspor,0,tersedia
2023-01-01,2023,1,Januari,A S E A N,subtotal,393952,tersedia
2023-01-01,2023,1,Januari,TOTAL AFRICA,subtotal,3748,tersedia
2023-01-01,2023,1,Januari,TOTAL AMERICA,subtotal,34576,tersedia
2023-01-01,2023,1,Januari,TOTAL ASIA (Excl.ASEAN),subtotal,125575,tersedia
2023-01-01,2023,1,Januari,TOTAL EUROPE,subtotal,124386,tersedia
2023-01-01,2023,1,Januari,TOTAL MIDDLE EAST,subtotal,9899,tersedia
2023-01-01,2023,1,Januari,TOTAL OCEANIA,subtotal,106333,tersedia
2023-02-01,2023,2,Februari,GRAND TOTAL,grand_total,749436,tersedia
2023-02-01,2023,2,Februari,Afganistan,paspor,6,tersedia
2023-02-01,2023,2,Februari,Afrika Tengah Rep.,paspor,2,tersedia
2023-02-01,2023,2,Februari,Alaska,paspor,0,tersedia
2023-02-01,2023,2,Februari,Albania,paspor,54,tersedia
2023-02-01,2023,2,Februari,Aljazair / Algeria,paspor,132,tersedia
2023-02-01,2023,2,Februari,Andorra,paspor,7,tersedia
2023-02-01,2023,2,Februari,Angola,paspor,9,tersedia
2023-02-01,2023,2,Februari,Antigua & Barbuda,paspor,2,tersedia
2023-02-01,2023,2,Februari,Argentina,paspor,697,tersedia
2023-02-01,2023,2,Februari,Armenia,paspor,55,tersedia
2023-02-01,2023,2,Februari,Aruba,paspor,0,tersedia
2023-02-01,2023,2,Februari,Australia,paspor,84909,tersedia
2023-02-01,2023,2,Februari,Austria,paspor,1919,tersedia
2023-02-01,2023,2,Februari,Azerbaijan,paspor,90,tersedia
2023-02-01,2023,2,Februari,Bahama Islands,paspor,2,tersedia
2023-02-01,2023,2,Februari,Bahrain,paspor,97,tersedia
2023-02-01,2023,2,Februari,Bangladesh,paspor,666,tersedia
2023-02-01,2023,2,Februari,Barbados,paspor,2,tersedia
2023-02-01,2023,2,Februari,Belarus,paspor,911,tersedia
2023-02-01,2023,2,Februari,Belgium,paspor,1710,tersedia
2023-02-01,2023,2,Februari,Belize,paspor,2,tersedia
2023-02-01,2023,2,Februari,Benin,paspor,2,tersedia
2023-02-01,2023,2,Februari,Bermuda,paspor,0,tersedia
2023-02-01,2023,2,Februari,Bhutan,paspor,160,tersedia
2023-02-01,2023,2,Februari,Bolivia,paspor,14,tersedia
2023-02-01,2023,2,Februari,Bosnia Herzegovina,paspor,50,tersedia
2023-02-01,2023,2,Februari,Bostwana,paspor,6,tersedia
2023-02-01,2023,2,Februari,Brazilia,paspor,1616,tersedia
2023-02-01,2023,2,Februari,British Indian Ocean Teritory,paspor,0,tersedia
2023-02-01,2023,2,Februari,Brunei Darussalam,paspor,831,tersedia
2023-02-01,2023,2,Februari,Bulgaria,paspor,819,tersedia
2023-02-01,2023,2,Februari,Burkina Faso,paspor,7,tersedia
2023-02-01,2023,2,Februari,Burkinabe,paspor,0,tersedia
2023-02-01,2023,2,Februari,Burundi,paspor,1,tersedia
2023-02-01,2023,2,Februari,Cabinda,paspor,0,tersedia
2023-02-01,2023,2,Februari,Canada,paspor,7787,tersedia
2023-02-01,2023,2,Februari,Cape Verde,paspor,1,tersedia
2023-02-01,2023,2,Februari,Ceko,paspor,1837,tersedia
2023-02-01,2023,2,Februari,Central America,paspor,116,tersedia
2023-02-01,2023,2,Februari,Chad,paspor,6,tersedia
2023-02-01,2023,2,Februari,Chili,paspor,823,tersedia
2023-02-01,2023,2,Februari,Comoros,paspor,3,tersedia
2023-02-01,2023,2,Februari,Congo,paspor,6,tersedia
2023-02-01,2023,2,Februari,Congo Rep. Dem.,paspor,6,tersedia
2023-02-01,2023,2,Februari,Cooks Islands,paspor,0,tersedia
2023-02-01,2023,2,Februari,Costarika,paspor,25,tersedia
2023-02-01,2023,2,Februari,Croasia,paspor,253,tersedia
2023-02-01,2023,2,Februari,Cyprus,paspor,103,tersedia
2023-02-01,2023,2,Februari,Denmark,paspor,3175,tersedia
2023-02-01,2023,2,Februari,Djibouti,paspor,9,tersedia
2023-02-01,2023,2,Februari,Dominika,paspor,13,tersedia
2023-02-01,2023,2,Februari,Dominika Rep.,paspor,9,tersedia
2023-02-01,2023,2,Februari,Egypt,paspor,920,tersedia
2023-02-01,2023,2,Februari,Ekuador,paspor,101,tersedia
2023-02-01,2023,2,Februari,El Salvador,paspor,6,tersedia
2023-02-01,2023,2,Februari,Eritrea,paspor,6,tersedia
2023-02-01,2023,2,Februari,Estonia,paspor,792,tersedia
2023-02-01,2023,2,Februari,Ethiopia,paspor,13,tersedia
2023-02-01,2023,2,Februari,Falkland Islands,paspor,0,tersedia
2023-02-01,2023,2,Februari,Fiji Islands,paspor,65,tersedia
2023-02-01,2023,2,Februari,Finland,paspor,1338,tersedia
2023-02-01,2023,2,Februari,France,paspor,12556,tersedia
2023-02-01,2023,2,Februari,Gabon,paspor,4,tersedia
2023-02-01,2023,2,Februari,Gambia,paspor,9,tersedia
2023-02-01,2023,2,Februari,Georgia,paspor,72,tersedia
2023-02-01,2023,2,Februari,Germany,paspor,14496,tersedia
2023-02-01,2023,2,Februari,Ghana,paspor,50,tersedia
2023-02-01,2023,2,Februari,Grenadines (Grenada),paspor,1,tersedia
2023-02-01,2023,2,Februari,Guadelope,paspor,0,tersedia
2023-02-01,2023,2,Februari,Guam,paspor,0,tersedia
2023-02-01,2023,2,Februari,Guatemala,paspor,40,tersedia
2023-02-01,2023,2,Februari,Guiana,paspor,0,tersedia
2023-02-01,2023,2,Februari,Guinea,paspor,2,tersedia
2023-02-01,2023,2,Februari,Guinea Bissau,paspor,0,tersedia
2023-02-01,2023,2,Februari,Guinea Equator,paspor,0,tersedia
2023-02-01,2023,2,Februari,Guyana,paspor,4,tersedia
2023-02-01,2023,2,Februari,Haiti,paspor,1,tersedia
2023-02-01,2023,2,Februari,Hellenic,paspor,0,tersedia
2023-02-01,2023,2,Februari,Honduras,paspor,14,tersedia
2023-02-01,2023,2,Februari,Hongaria,paspor,1408,tersedia
2023-02-01,2023,2,Februari,"Hongkong, RRT",paspor,913,tersedia
2023-02-01,2023,2,Februari,I t a l y,paspor,4064,tersedia
2023-02-01,2023,2,Februari,Iceland (Islandia),paspor,95,tersedia
2023-02-01,2023,2,Februari,India,paspor,37938,tersedia
2023-02-01,2023,2,Februari,Indonesia,paspor,25344,tersedia
2023-02-01,2023,2,Februari,Irak,paspor,185,tersedia
2023-02-01,2023,2,Februari,Iran,paspor,300,tersedia
2023-02-01,2023,2,Februari,Irlandia (Ireland),paspor,1922,tersedia
2023-02-01,2023,2,Februari,Israel,paspor,50,tersedia
2023-02-01,2023,2,Februari,Ivory Coast (Pantai Gading),paspor,2,tersedia
2023-02-01,2023,2,Februari,Jamaika,paspor,13,tersedia
2023-02-01,2023,2,Februari,Japan,paspor,15841,tersedia
2023-02-01,2023,2,Februari,Jordan,paspor,336,tersedia
2023-02-01,2023,2,Februari,Kaledonia,paspor,4,tersedia
2023-02-01,2023,2,Februari,Kamboja,paspor,937,tersedia
2023-02-01,2023,2,Februari,Kamerun,paspor,14,tersedia
2023-02-01,2023,2,Februari,Karibati (Kiribati),paspor,2,tersedia
2023-02-01,2023,2,Februari,Kazakhstan,paspor,557,tersedia
2023-02-01,2023,2,Februari,Kenya,paspor,125,tersedia
2023-02-01,2023,2,Februari,Kirgistan,paspor,79,tersedia
2023-02-01,2023,2,Februari,Kolombia,paspor,1325,tersedia
2023-02-01,2023,2,Februari,Korea Utara,paspor,0,tersedia
2023-02-01,2023,2,Februari,Kuba,paspor,5,tersedia
2023-02-01,2023,2,Februari,Kuwait,paspor,251,tersedia
2023-02-01,2023,2,Februari,Lain-lain,paspor,9320,tersedia
2023-02-01,2023,2,Februari,Laos,paspor,218,tersedia
2023-02-01,2023,2,Februari,Latvia,paspor,646,tersedia
2023-02-01,2023,2,Februari,Lesotho,paspor,4,tersedia
2023-02-01,2023,2,Februari,Libanon,paspor,135,tersedia
2023-02-01,2023,2,Februari,Liberia,paspor,4,tersedia
2023-02-01,2023,2,Februari,Libya,paspor,84,tersedia
2023-02-01,2023,2,Februari,Liechtenstein,paspor,7,tersedia
2023-02-01,2023,2,Februari,Lithuania,paspor,1392,tersedia
2023-02-01,2023,2,Februari,Luxemburg,paspor,83,tersedia
2023-02-01,2023,2,Februari,"Macao, RRT",paspor,104,tersedia
2023-02-01,2023,2,Februari,Macedonia,paspor,12,tersedia
2023-02-01,2023,2,Februari,Maladewa,paspor,196,tersedia
2023-02-01,2023,2,Februari,Malagasy (Madagascar),paspor,7,tersedia
2023-02-01,2023,2,Februari,Malawi,paspor,2,tersedia
2023-02-01,2023,2,Februari,Malaysia,paspor,150078,tersedia
2023-02-01,2023,2,Februari,Mali,paspor,8,tersedia
2023-02-01,2023,2,Februari,Malta,paspor,77,tersedia
2023-02-01,2023,2,Februari,Maroko,paspor,565,tersedia
2023-02-01,2023,2,Februari,Marshall Islands,paspor,2,tersedia
2023-02-01,2023,2,Februari,Martinique,paspor,0,tersedia
2023-02-01,2023,2,Februari,Maseru,paspor,0,tersedia
2023-02-01,2023,2,Februari,Mauritania,paspor,4,tersedia
2023-02-01,2023,2,Februari,Mauritius,paspor,90,tersedia
2023-02-01,2023,2,Februari,Mexiko,paspor,695,tersedia
2023-02-01,2023,2,Februari,Micronesia Rep.,paspor,4,tersedia
2023-02-01,2023,2,Februari,Moldova,paspor,69,tersedia
2023-02-01,2023,2,Februari,Monako,paspor,4,tersedia
2023-02-01,2023,2,Februari,Mongolia,paspor,151,tersedia
2023-02-01,2023,2,Februari,Montenegro,paspor,15,tersedia
2023-02-01,2023,2,Februari,Mozambik,paspor,11,tersedia
2023-02-01,2023,2,Februari,Myanmar/Burma,paspor,2156,tersedia
2023-02-01,2023,2,Februari,Namibia,paspor,2,tersedia
2023-02-01,2023,2,Februari,Nauru,paspor,0,tersedia
2023-02-01,2023,2,Februari,Nepal,paspor,445,tersedia
2023-02-01,2023,2,Februari,Netherlands,paspor,14341,tersedia
2023-02-01,2023,2,Februari,New Zealand,paspor,5472,tersedia
2023-02-01,2023,2,Februari,Nicaragua,paspor,3,tersedia
2023-02-01,2023,2,Februari,Niger,paspor,0,tersedia
2023-02-01,2023,2,Februari,Nigeria,paspor,156,tersedia
2023-02-01,2023,2,Februari,Niue,paspor,0,tersedia
2023-02-01,2023,2,Februari,Norway,paspor,1795,tersedia
2023-02-01,2023,2,Februari,Oman,paspor,670,tersedia
2023-02-01,2023,2,Februari,Other Africa,paspor,1463,tersedia
2023-02-01,2023,2,Februari,Other America,paspor,124,tersedia
2023-02-01,2023,2,Februari,Other Asia,paspor,9814,tersedia
2023-02-01,2023,2,Februari,Other East Europe,paspor,999,tersedia
2023-02-01,2023,2,Februari,Other Middle East,paspor,1360,tersedia
2023-02-01,2023,2,Februari,Other Oceania,paspor,92,tersedia
2023-02-01,2023,2,Februari,Other West Europe,paspor,277,tersedia
2023-02-01,2023,2,Februari,Pakistan,paspor,957,tersedia
2023-02-01,2023,2,Februari,Palau Rep.,paspor,2,tersedia
2023-02-01,2023,2,Februari,Palestina,paspor,73,tersedia
2023-02-01,2023,2,Februari,Panama,paspor,26,tersedia
2023-02-01,2023,2,Februari,Papua New Guinea,paspor,1108,tersedia
2023-02-01,2023,2,Februari,Paraguay,paspor,10,tersedia
2023-02-01,2023,2,Februari,Peru,paspor,219,tersedia
2023-02-01,2023,2,Februari,Philippines,paspor,13402,tersedia
2023-02-01,2023,2,Februari,Polandia,paspor,3234,tersedia
2023-02-01,2023,2,Februari,Polynesia,paspor,0,tersedia
2023-02-01,2023,2,Februari,Portugal,paspor,1822,tersedia
2023-02-01,2023,2,Februari,Puertorico,paspor,0,tersedia
2023-02-01,2023,2,Februari,Qatar,paspor,139,tersedia
2023-02-01,2023,2,Februari,R u s i a,paspor,18436,tersedia
2023-02-01,2023,2,Februari,Republik Cosovo,paspor,0,tersedia
2023-02-01,2023,2,Februari,Republik Rakyat Tiongkok,paspor,36434,tersedia
2023-02-01,2023,2,Februari,Romania,paspor,1737,tersedia
2023-02-01,2023,2,Februari,Rwanda,paspor,5,tersedia
2023-02-01,2023,2,Februari,Sahara,paspor,0,tersedia
2023-02-01,2023,2,Februari,Samoa,paspor,0,tersedia
2023-02-01,2023,2,Februari,Samoa Barat,paspor,0,tersedia
2023-02-01,2023,2,Februari,San Marino,paspor,2,tersedia
2023-02-01,2023,2,Februari,Sao Tome & Principe,paspor,0,tersedia
2023-02-01,2023,2,Februari,Saudi Arabia,paspor,5591,tersedia
2023-02-01,2023,2,Februari,Scotlandia,paspor,0,tersedia
2023-02-01,2023,2,Februari,Senegal,paspor,30,tersedia
2023-02-01,2023,2,Februari,Serbia,paspor,299,tersedia
2023-02-01,2023,2,Februari,Seychelles,paspor,2,tersedia
2023-02-01,2023,2,Februari,Siberia,paspor,0,tersedia
2023-02-01,2023,2,Februari,Sierra Leona,paspor,8,tersedia
2023-02-01,2023,2,Februari,Singapore,paspor,84358,tersedia
2023-02-01,2023,2,Februari,Slovakia,paspor,744,tersedia
2023-02-01,2023,2,Februari,Slovenia,paspor,180,tersedia
2023-02-01,2023,2,Februari,Solomon Islands,paspor,2,tersedia
2023-02-01,2023,2,Februari,Somalia,paspor,13,tersedia
2023-02-01,2023,2,Februari,South Africa,paspor,1641,tersedia
2023-02-01,2023,2,Februari,South America,paspor,787,tersedia
2023-02-01,2023,2,Februari,South Korea,paspor,24817,tersedia
2023-02-01,2023,2,Februari,South Sudan,paspor,1,tersedia
2023-02-01,2023,2,Februari,Spain,paspor,4085,tersedia
2023-02-01,2023,2,Februari,Srilanka,paspor,410,tersedia
2023-02-01,2023,2,Februari,St. Christopher,paspor,0,tersedia
2023-02-01,2023,2,Februari,St. Kitts & Nevis,paspor,7,tersedia
2023-02-01,2023,2,Februari,St. Lucia,paspor,2,tersedia
2023-02-01,2023,2,Februari,St. Vincent,paspor,0,tersedia
2023-02-01,2023,2,Februari,Stateless,paspor,1,tersedia
2023-02-01,2023,2,Februari,Sudan,paspor,177,tersedia
2023-02-01,2023,2,Februari,Suriname,paspor,11,tersedia
2023-02-01,2023,2,Februari,Swaziland,paspor,5,tersedia
2023-02-01,2023,2,Februari,Sweden,paspor,3554,tersedia
2023-02-01,2023,2,Februari,Switzerland,paspor,2296,tersedia
2023-02-01,2023,2,Februari,Syiria,paspor,130,tersedia
2023-02-01,2023,2,Februari,Taiwan,paspor,8295,tersedia
2023-02-01,2023,2,Februari,Tajikhistan,paspor,31,tersedia
2023-02-01,2023,2,Februari,Tanzania,paspor,52,tersedia
2023-02-01,2023,2,Februari,Thailand,paspor,7823,tersedia
2023-02-01,2023,2,Februari,Timor Leste,paspor,55948,tersedia
2023-02-01,2023,2,Februari,Togo,paspor,3,tersedia
2023-02-01,2023,2,Februari,Tonga,paspor,2,tersedia
2023-02-01,2023,2,Februari,Trinidad & Tobago,paspor,8,tersedia
2023-02-01,2023,2,Februari,Tunisia,paspor,298,tersedia
2023-02-01,2023,2,Februari,Turki,paspor,1673,tersedia
2023-02-01,2023,2,Februari,Turkmenistan,paspor,21,tersedia
2023-02-01,2023,2,Februari,Tuvalu,paspor,0,tersedia
2023-02-01,2023,2,Februari,Uganda,paspor,17,tersedia
2023-02-01,2023,2,Februari,Ukraine,paspor,2499,tersedia
2023-02-01,2023,2,Februari,Uni Emirat Arab,paspor,536,tersedia
2023-02-01,2023,2,Februari,United Kingdom,paspor,19296,tersedia
2023-02-01,2023,2,Februari,United States of America,paspor,25512,tersedia
2023-02-01,2023,2,Februari,UNO,paspor,59,tersedia
2023-02-01,2023,2,Februari,Uruguay,paspor,405,tersedia
2023-02-01,2023,2,Februari,Uzbekistan,paspor,396,tersedia
2023-02-01,2023,2,Februari,Vanuatu,paspor,9,tersedia
2023-02-01,2023,2,Februari,Vatikan,paspor,2,tersedia
2023-02-01,2023,2,Februari,Venezuela,paspor,23,tersedia
2023-02-01,2023,2,Februari,Vietnam,paspor,8810,tersedia
2023-02-01,2023,2,Februari,Volta Atas,paspor,0,tersedia
2023-02-01,2023,2,Februari,Wales,paspor,0,tersedia
2023-02-01,2023,2,Februari,Walis & Futuna,paspor,0,tersedia
2023-02-01,2023,2,Februari,Yaman,paspor,295,tersedia
2023-02-01,2023,2,Februari,Yugoslavia,paspor,0,tersedia
2023-02-01,2023,2,Februari,Yunani (Greece),paspor,639,tersedia
2023-02-01,2023,2,Februari,Zaire,paspor,0,tersedia
2023-02-01,2023,2,Februari,Zambia,paspor,6,tersedia
2023-02-01,2023,2,Februari,Zimbabwe,paspor,59,tersedia
2023-02-01,2023,2,Februari,Zomba,paspor,0,tersedia
2023-02-01,2023,2,Februari,A S E A N,subtotal,349905,tersedia
2023-02-01,2023,2,Februari,TOTAL AFRICA,subtotal,3669,tersedia
2023-02-01,2023,2,Februari,TOTAL AMERICA,subtotal,39482,tersedia
2023-02-01,2023,2,Februari,TOTAL ASIA (Excl.ASEAN),subtotal,130099,tersedia
2023-02-01,2023,2,Februari,TOTAL EUROPE,subtotal,124992,tersedia
2023-02-01,2023,2,Februari,TOTAL MIDDLE EAST,subtotal,9708,tersedia
2023-02-01,2023,2,Februari,TOTAL OCEANIA,subtotal,91581,tersedia
2023-03-01,2023,3,Maret,GRAND TOTAL,grand_total,869244,tersedia
2023-03-01,2023,3,Maret,Afganistan,paspor,15,tersedia
2023-03-01,2023,3,Maret,Afrika Tengah Rep.,paspor,0,tersedia
2023-03-01,2023,3,Maret,Alaska,paspor,0,tersedia
2023-03-01,2023,3,Maret,Albania,paspor,97,tersedia
2023-03-01,2023,3,Maret,Aljazair / Algeria,paspor,109,tersedia
2023-03-01,2023,3,Maret,Andorra,paspor,5,tersedia
2023-03-01,2023,3,Maret,Angola,paspor,6,tersedia
2023-03-01,2023,3,Maret,Antigua & Barbuda,paspor,7,tersedia
2023-03-01,2023,3,Maret,Argentina,paspor,802,tersedia
2023-03-01,2023,3,Maret,Armenia,paspor,150,tersedia
2023-03-01,2023,3,Maret,Aruba,paspor,9,tersedia
2023-03-01,2023,3,Maret,Australia,paspor,96333,tersedia
2023-03-01,2023,3,Maret,Austria,paspor,2317,tersedia
2023-03-01,2023,3,Maret,Azerbaijan,paspor,251,tersedia
2023-03-01,2023,3,Maret,Bahama Islands,paspor,8,tersedia
2023-03-01,2023,3,Maret,Bahrain,paspor,79,tersedia
2023-03-01,2023,3,Maret,Bangladesh,paspor,720,tersedia
2023-03-01,2023,3,Maret,Barbados,paspor,3,tersedia
2023-03-01,2023,3,Maret,Belarus,paspor,681,tersedia
2023-03-01,2023,3,Maret,Belgium,paspor,2267,tersedia
2023-03-01,2023,3,Maret,Belize,paspor,3,tersedia
2023-03-01,2023,3,Maret,Benin,paspor,2,tersedia
2023-03-01,2023,3,Maret,Bermuda,paspor,0,tersedia
2023-03-01,2023,3,Maret,Bhutan,paspor,44,tersedia
2023-03-01,2023,3,Maret,Bolivia,paspor,38,tersedia
2023-03-01,2023,3,Maret,Bosnia Herzegovina,paspor,73,tersedia
2023-03-01,2023,3,Maret,Bostwana,paspor,11,tersedia
2023-03-01,2023,3,Maret,Brazilia,paspor,1876,tersedia
2023-03-01,2023,3,Maret,British Indian Ocean Teritory,paspor,0,tersedia
2023-03-01,2023,3,Maret,Brunei Darussalam,paspor,928,tersedia
2023-03-01,2023,3,Maret,Bulgaria,paspor,801,tersedia
2023-03-01,2023,3,Maret,Burkina Faso,paspor,33,tersedia
2023-03-01,2023,3,Maret,Burkinabe,paspor,0,tersedia
2023-03-01,2023,3,Maret,Burundi,paspor,34,tersedia
2023-03-01,2023,3,Maret,Cabinda,paspor,0,tersedia
2023-03-01,2023,3,Maret,Canada,paspor,7780,tersedia
2023-03-01,2023,3,Maret,Cape Verde,paspor,1,tersedia
2023-03-01,2023,3,Maret,Ceko,paspor,2044,tersedia
2023-03-01,2023,3,Maret,Central America,paspor,143,tersedia
2023-03-01,2023,3,Maret,Chad,paspor,4,tersedia
2023-03-01,2023,3,Maret,Chili,paspor,726,tersedia
2023-03-01,2023,3,Maret,Comoros,paspor,6,tersedia
2023-03-01,2023,3,Maret,Congo,paspor,2,tersedia
2023-03-01,2023,3,Maret,Congo Rep. Dem.,paspor,6,tersedia
2023-03-01,2023,3,Maret,Cooks Islands,paspor,0,tersedia
2023-03-01,2023,3,Maret,Costarika,paspor,45,tersedia
2023-03-01,2023,3,Maret,Croasia,paspor,287,tersedia
2023-03-01,2023,3,Maret,Cyprus,paspor,77,tersedia
2023-03-01,2023,3,Maret,Denmark,paspor,4313,tersedia
2023-03-01,2023,3,Maret,Djibouti,paspor,2,tersedia
2023-03-01,2023,3,Maret,Dominika,paspor,26,tersedia
2023-03-01,2023,3,Maret,Dominika Rep.,paspor,7,tersedia
2023-03-01,2023,3,Maret,Egypt,paspor,735,tersedia
2023-03-01,2023,3,Maret,Ekuador,paspor,119,tersedia
2023-03-01,2023,3,Maret,El Salvador,paspor,13,tersedia
2023-03-01,2023,3,Maret,Eritrea,paspor,4,tersedia
2023-03-01,2023,3,Maret,Estonia,paspor,657,tersedia
2023-03-01,2023,3,Maret,Ethiopia,paspor,37,tersedia
2023-03-01,2023,3,Maret,Falkland Islands,paspor,0,tersedia
2023-03-01,2023,3,Maret,Fiji Islands,paspor,62,tersedia
2023-03-01,2023,3,Maret,Finland,paspor,1207,tersedia
2023-03-01,2023,3,Maret,France,paspor,14176,tersedia
2023-03-01,2023,3,Maret,Gabon,paspor,1,tersedia
2023-03-01,2023,3,Maret,Gambia,paspor,8,tersedia
2023-03-01,2023,3,Maret,Georgia,paspor,61,tersedia
2023-03-01,2023,3,Maret,Germany,paspor,19353,tersedia
2023-03-01,2023,3,Maret,Ghana,paspor,42,tersedia
2023-03-01,2023,3,Maret,Grenadines (Grenada),paspor,3,tersedia
2023-03-01,2023,3,Maret,Guadelope,paspor,0,tersedia
2023-03-01,2023,3,Maret,Guam,paspor,0,tersedia
2023-03-01,2023,3,Maret,Guatemala,paspor,27,tersedia
2023-03-01,2023,3,Maret,Guiana,paspor,0,tersedia
2023-03-01,2023,3,Maret,Guinea,paspor,0,tersedia
2023-03-01,2023,3,Maret,Guinea Bissau,paspor,1,tersedia
2023-03-01,2023,3,Maret,Guinea Equator,paspor,0,tersedia
2023-03-01,2023,3,Maret,Guyana,paspor,2,tersedia
2023-03-01,2023,3,Maret,Haiti,paspor,6,tersedia
2023-03-01,2023,3,Maret,Hellenic,paspor,0,tersedia
2023-03-01,2023,3,Maret,Honduras,paspor,12,tersedia
2023-03-01,2023,3,Maret,Hongaria,paspor,1551,tersedia
2023-03-01,2023,3,Maret,"Hongkong, RRT",paspor,1079,tersedia
2023-03-01,2023,3,Maret,I t a l y,paspor,4300,tersedia
2023-03-01,2023,3,Maret,Iceland (Islandia),paspor,185,tersedia
2023-03-01,2023,3,Maret,India,paspor,40989,tersedia
2023-03-01,2023,3,Maret,Indonesia,paspor,31522,tersedia
2023-03-01,2023,3,Maret,Irak,paspor,121,tersedia
2023-03-01,2023,3,Maret,Iran,paspor,1683,tersedia
2023-03-01,2023,3,Maret,Irlandia (Ireland),paspor,2739,tersedia
2023-03-01,2023,3,Maret,Israel,paspor,66,tersedia
2023-03-01,2023,3,Maret,Ivory Coast (Pantai Gading),paspor,7,tersedia
2023-03-01,2023,3,Maret,Jamaika,paspor,14,tersedia
2023-03-01,2023,3,Maret,Japan,paspor,17016,tersedia
2023-03-01,2023,3,Maret,Jordan,paspor,321,tersedia
2023-03-01,2023,3,Maret,Kaledonia,paspor,4,tersedia
2023-03-01,2023,3,Maret,Kamboja,paspor,844,tersedia
2023-03-01,2023,3,Maret,Kamerun,paspor,5,tersedia
2023-03-01,2023,3,Maret,Karibati (Kiribati),paspor,9,tersedia
2023-03-01,2023,3,Maret,Kazakhstan,paspor,513,tersedia
2023-03-01,2023,3,Maret,Kenya,paspor,131,tersedia
2023-03-01,2023,3,Maret,Kirgistan,paspor,54,tersedia
2023-03-01,2023,3,Maret,Kolombia,paspor,1172,tersedia
2023-03-01,2023,3,Maret,Korea Utara,paspor,0,tersedia
2023-03-01,2023,3,Maret,Kuba,paspor,15,tersedia
2023-03-01,2023,3,Maret,Kuwait,paspor,155,tersedia
2023-03-01,2023,3,Maret,Lain-lain,paspor,11550,tersedia
2023-03-01,2023,3,Maret,Laos,paspor,231,tersedia
2023-03-01,2023,3,Maret,Latvia,paspor,644,tersedia
2023-03-01,2023,3,Maret,Lesotho,paspor,2,tersedia
2023-03-01,2023,3,Maret,Libanon,paspor,164,tersedia
2023-03-01,2023,3,Maret,Liberia,paspor,2,tersedia
2023-03-01,2023,3,Maret,Libya,paspor,43,tersedia
2023-03-01,2023,3,Maret,Liechtenstein,paspor,12,tersedia
2023-03-01,2023,3,Maret,Lithuania,paspor,1087,tersedia
2023-03-01,2023,3,Maret,Luxemburg,paspor,87,tersedia
2023-03-01,2023,3,Maret,"Macao, RRT",paspor,239,tersedia
2023-03-01,2023,3,Maret,Macedonia,paspor,26,tersedia
2023-03-01,2023,3,Maret,Maladewa,paspor,161,tersedia
2023-03-01,2023,3,Maret,Malagasy (Madagascar),paspor,21,tersedia
2023-03-01,2023,3,Maret,Malawi,paspor,11,tersedia
2023-03-01,2023,3,Maret,Malaysia,paspor,152447,tersedia
2023-03-01,2023,3,Maret,Mali,paspor,6,tersedia
2023-03-01,2023,3,Maret,Malta,paspor,99,tersedia
2023-03-01,2023,3,Maret,Maroko,paspor,379,tersedia
2023-03-01,2023,3,Maret,Marshall Islands,paspor,1,tersedia
2023-03-01,2023,3,Maret,Martinique,paspor,0,tersedia
2023-03-01,2023,3,Maret,Maseru,paspor,0,tersedia
2023-03-01,2023,3,Maret,Mauritania,paspor,2,tersedia
2023-03-01,2023,3,Maret,Mauritius,paspor,115,tersedia
2023-03-01,2023,3,Maret,Mexiko,paspor,1026,tersedia
2023-03-01,2023,3,Maret,Micronesia Rep.,paspor,3,tersedia
2023-03-01,2023,3,Maret,Moldova,paspor,29,tersedia
2023-03-01,2023,3,Maret,Monako,paspor,3,tersedia
2023-03-01,2023,3,Maret,Mongolia,paspor,71,tersedia
2023-03-01,2023,3,Maret,Montenegro,paspor,14,tersedia
2023-03-01,2023,3,Maret,Mozambik,paspor,13,tersedia
2023-03-01,2023,3,Maret,Myanmar/Burma,paspor,2651,tersedia
2023-03-01,2023,3,Maret,Namibia,paspor,15,tersedia
2023-03-01,2023,3,Maret,Nauru,paspor,23,tersedia
2023-03-01,2023,3,Maret,Nepal,paspor,362,tersedia
2023-03-01,2023,3,Maret,Netherlands,paspor,15187,tersedia
2023-03-01,2023,3,Maret,New Zealand,paspor,6514,tersedia
2023-03-01,2023,3,Maret,Nicaragua,paspor,6,tersedia
2023-03-01,2023,3,Maret,Niger,paspor,2,tersedia
2023-03-01,2023,3,Maret,Nigeria,paspor,128,tersedia
